class_id,fractal_dimension_mean,fractal_dimension_std,symm_vertical_mean,symm_vertical_std,symm_horizontal_mean,symm_horizontal_std,glcm_contrast_mean,glcm_contrast_std,glcm_entropy_mean,glcm_entropy_std,glcm_homogeneity_mean,glcm_homogeneity_std,shape_area_ratio_mean,shape_area_ratio_std,shape_compactness_mean,shape_compactness_std,shape_edge_density_mean,shape_edge_density_std,shape_aspect_mean,shape_aspect_std,gray_std_mean,gray_std_std,morph_body_len_ratio_mean,morph_body_len_ratio_std,morph_body_width_ratio_mean,morph_body_width_ratio_std,morph_wing_span_ratio_mean,morph_wing_span_ratio_std,morph_tail_ratio_mean,morph_tail_ratio_std,morph_wing_body_ratio_mean,morph_wing_body_ratio_std,morph_tail_body_ratio_mean,morph_tail_body_ratio_std,Mass,Range.Size,av_wing_tarsus,av_tail_wing,av_wing_mass,av_tail_mass
22,1.5599638457809175,0.1207775841455343,0.2098334013883556,0.1258034234943429,0.1918638187593647,0.1216854634163033,18.17745166165488,11.918398335855976,5.561781065804618,0.4579430025370707,0.5250375478395394,0.1053746766772667,0.18320677459373,0.1173128087295256,0.1139325322915933,0.0806362772770379,0.0511315513867884,0.0150382235884059,1.568956813641957,0.6394290853600578,64.28764295578003,6.858141713292057,0.6439985337534121,0.2130590809814303,0.3027017599503909,0.1431214103644063,0.5649380832910538,0.1897947144686875,0.199999459620033,0.0838505828026542,0.8928175688322101,0.1475758522415233,0.3177080711882029,0.1047425722243424,109.0,1808676.44,11.868571428571428,0.6793452094366875,44.48048007486735,29.53825584286848
23,1.595089265855692,0.1134835352444223,0.2489475560358773,0.1800574428336815,0.335483350285913,0.179468318515388,9.172988280401391,7.460073752711873,4.686397863646685,0.7585103524008424,0.6774747371673584,0.1182608453124779,0.2333361853103516,0.1228302395396141,0.1753506778534186,0.1024413330610836,0.0378844435721383,0.0142490612430969,1.0950315135010218,0.543501411656228,62.72099090834796,9.633752728430622,0.6319893613710241,0.1758381365885029,0.3444723892262426,0.1374107165567088,0.5099167182283887,0.178882181982978,0.2404942374865887,0.0797981097095985,0.8241165841029863,0.253538763643769,0.3826575226197808,0.0855044554493526,2224.24,326313.7,4.283969465648855,0.4112615823235923,22.496138476590584,8.840535923729698
24,1.5996260184508104,0.0886709613374945,0.28463914227457,0.1541028319111261,0.3225169735602461,0.1615033672553529,8.354272218850943,7.277302617085471,4.588900052584135,0.7256436014034721,0.6964377795274441,0.1224354479023654,0.2402036798974642,0.1164936948566032,0.1991044925525784,0.1121483643361676,0.0369640190619975,0.0127880971646769,0.8592032847496179,0.3928333122063382,59.90291045262264,10.613836813796404,0.6397509099199221,0.1872077274033505,0.3150056990293356,0.1033263702759037,0.4338479428910292,0.1350342346866979,0.270744239195035,0.0918574236286801,0.7127049725789291,0.2301399454607427,0.4207361094080485,0.0923794866453333,2117.66,1348091.15,4.8113879003558715,0.5702662721893491,22.056585242831066,12.007860371466533
25,1.5667262057463327,0.1348995078181378,0.2795495873317122,0.1536114199296192,0.2886827340659996,0.1361165726094443,12.208201360702514,11.226174836547289,4.8665832857290905,0.8461304356380818,0.6352414910991987,0.1215809407511044,0.2309718751658996,0.1033265794096344,0.1593601460879047,0.1219962370562451,0.0399897388493021,0.0129151464560077,1.1468907698988915,1.3117241218745768,62.73048038482666,10.297561720512986,0.6755777188887199,0.1948093406272906,0.3122891717900832,0.1063470627791779,0.4896483202154437,0.1788089761919135,0.2544275362355013,0.0980350770780699,0.7466506391763688,0.2533808553443673,0.377087893585364,0.1013768502030145,1843.95,1686730.58,4.746268656716418,0.5400943396226415,21.745985025456392,11.204789082145078
26,1.5869504551092783,0.0909063151281039,0.2728809114235143,0.1311288630655089,0.2640672380104661,0.1317547560108791,11.523813223838806,10.583936658168804,4.962360326449076,0.6619928511941062,0.6391007979710897,0.125071535416741,0.2184708231439193,0.0853444066877736,0.1712196692203482,0.1044778965895345,0.0435593598832686,0.0163127288599486,1.3178704112768174,0.5955052231351321,64.65780544281006,9.899034788856454,0.6469305525223414,0.1285453722718188,0.3251464836299419,0.1092841205047372,0.5804588673015435,0.158994577356858,0.2538416728377342,0.0788562036941581,0.8921098853151004,0.1767410990005723,0.3988846475879351,0.117629267126593,62.6,2518193.73,3.7113402061855667,0.7129629629629629,28.199795849903612,19.392447041134982
27,1.5925261239210764,0.0933211046262517,0.2533656156621873,0.11317227023325,0.2982751081387202,0.1212052243063,10.106534657875695,6.665817816565219,4.852717677752177,0.7049075064231564,0.6541584635774295,0.1169770998967569,0.240064269118011,0.1062459936812944,0.1681829196711381,0.0802787664392632,0.0418095188215374,0.0136490405115057,1.3257230599721272,0.4624121659773358,62.81036103566488,9.635266906280773,0.6704733386635781,0.1486062394336391,0.3429467876752217,0.1172300382461693,0.6026810854673386,0.1297073015026053,0.2488638410965601,0.088581715612853,0.9170770982901256,0.1696263058583423,0.3688049751023451,0.1015032723855485,41.5,13210499.69,4.309803921568627,0.7525022747952684,32.74302614800728,23.886699385261167
28,1.586575774823205,0.094261953440975,0.2017669590600466,0.1460814191815402,0.2192043805952673,0.1547723479082074,18.225744631330844,12.510639930093625,5.299461595082687,0.5118912957144249,0.5787570971553608,0.0983881506412146,0.192304309646962,0.1091496604062587,0.1522989117745626,0.1181432348168023,0.0499648368301785,0.015857180881083,0.7053442228648622,0.4019434423336003,61.99621142371226,9.60979995251727,0.6128837779416876,0.1847350959679923,0.2744251545202934,0.1191166198907834,0.3564029027849941,0.1380784716817715,0.2850832362043655,0.0999173505960689,0.5935766583277007,0.2089271499941607,0.4554940732353825,0.0831584313734808,8.1,6543644.5,4.47887323943662,0.9952830188679245,32.66859354233729,31.51921338411872
29,1.6009979645411174,0.0772776619707869,0.2601317850251992,0.1029363927108308,0.2294958278847237,0.1086609304067405,10.596679310003916,7.481249186810957,4.875791986783345,0.703659776372547,0.6484580333034198,0.1218234491555113,0.229421580551813,0.09893417102593,0.1456451506664355,0.0763241050528646,0.0384316685609519,0.0124148099057474,1.3827579279740652,0.3897421694232946,63.84129746754965,9.428719422541429,0.6749674282968045,0.1541227809570421,0.3310709182173014,0.1152145594428546,0.6327175659437975,0.1499064836076414,0.2394839220369855,0.0777975411120394,0.9409831792116166,0.1180499852744459,0.3555851235985756,0.0904529826156837,448.8,11573830.54,5.220910623946038,0.5726744186046512,41.437410419645104,23.157470501947923
30,1.5745277633269628,0.1616822599527413,0.2686810404683152,0.1283106052175305,0.268568428667883,0.1547934575565535,8.985908762613933,7.441827598809295,4.56970492998759,0.8044155947538278,0.7004807511965434,0.1242080297109295,0.2339692903604979,0.124480382100302,0.1846492797136306,0.1332034854059598,0.042093668350329,0.0214230699194954,1.3665164192517598,0.94539223749625,67.48112958272299,9.11275041841099,0.6751010650147994,0.1878101094542201,0.3106577513118585,0.1180691998491816,0.5750498422731956,0.1809087622283869,0.2415341342178484,0.0883133422983796,0.8499684378504753,0.1467346947931177,0.3643301457787553,0.1099274547839464,284.6,970986.53,5.8747346072186835,0.5677629201301048,43.06596542686947,23.88349536885144
31,1.546463046471278,0.1032283672624183,0.2366975639015436,0.1291628426631719,0.2580729431783159,0.1456823906626675,7.8881065805753074,4.194923774216677,4.9927550514539085,0.3487823063792754,0.6537846068541209,0.0649225864237881,0.1706756349342564,0.1019907431176314,0.1371868261446555,0.0984332258244512,0.0519454390741884,0.0148267935822289,1.0225532213846842,0.4944040168462396,59.87962086995443,7.515001625749594,0.6133670583367348,0.2144565586269817,0.3045089227457841,0.1384298176487728,0.4622567409028609,0.1823490532959749,0.2491398282349109,0.0950545406081255,0.7527639597654343,0.1687174531817283,0.4185746144503355,0.1074623110645285,50.9,4944717.14,5.978165938864629,1.047479912344777,37.940053550891115,38.693964055498796
32,1.5706914056022212,0.1042623943041377,0.2398698074075411,0.1412609847213344,0.2322892004443895,0.114399301052135,10.483112870522266,6.970625047707372,5.0831921370524284,0.4404374957204092,0.6290736698879386,0.0869993247559591,0.2065592514315866,0.1375685744280231,0.1468425661606608,0.0997936619717918,0.0502812312388757,0.0143365136667901,1.0295114123596336,0.4259658642770836,63.4449312461997,8.706664332148819,0.6202233574300442,0.2333469635111736,0.3349828211204061,0.1574846305523788,0.4762387795830672,0.1906917264916449,0.2687430875903031,0.1087456330181979,0.7837089069609372,0.1802556287141575,0.4345066912893979,0.0945200695760127,63.9,1105292.18,4.804270462633451,1.1503703703703705,34.76759645782829,38.84524244370914
33,1.5452320272639646,0.1169892304862882,0.2440023002672498,0.1370074229319902,0.2720749435030808,0.1622828471434883,10.080611661329108,6.412814087095317,5.026088678230674,0.5202792397767587,0.6428759375871238,0.0907360481480007,0.1765453185949285,0.1204308210224257,0.1565167855281951,0.1009288403180024,0.0531168208157612,0.0144575243465566,1.0386590725284512,0.4636250509583507,64.95339791249421,8.761312728154584,0.5804277706449315,0.2231490808245976,0.2968402326864711,0.1483804098271735,0.4273180164775605,0.1408415301838401,0.2367799552315372,0.1159711562321021,0.7678099037226984,0.1702392793759243,0.4032848745079364,0.0950727823833138,64.0,5270361.03,5.853061224489796,1.0202231520223153,36.85000000000001,36.57500000000001
34,1.5807267629494102,0.1000624326614925,0.2238913336926597,0.1279719411942163,0.2550608791979187,0.1276558429206255,13.683724633717942,9.460839544084823,5.133000826431533,0.585498251699859,0.6129986027539787,0.1157877719501723,0.2246776998548184,0.1178564406004902,0.1369498810588808,0.07912059739604,0.0456901476955262,0.0143302024762299,1.3500172657481695,0.7453511535866233,60.49151624259302,8.692600986100487,0.665638006844763,0.1668680142592873,0.3472026998208741,0.1217027045730044,0.5680557322704186,0.165483519180042,0.2288909185740907,0.0881606921502283,0.8543279287168535,0.1580803451059002,0.3509586627705622,0.1228492968447552,37.8,2279904.65,5.38265306122449,0.6616113744075829,32.43560765089596,20.798155583246807
35,1.5784732043743133,0.0832033785847259,0.2221319250684852,0.1350967908655225,0.220495643094182,0.1270127733862324,7.767910861968994,7.369030271947104,4.729376661777496,0.4803273471496985,0.6923599218328794,0.0845898498542648,0.2010911263525486,0.0877466815988872,0.1583213326831658,0.1317822247857972,0.0454041439729432,0.011322269812714,1.2117883945504824,0.5272655374140519,53.79691899617513,9.449553206989004,0.6435115044315656,0.1593445777479286,0.3386801061530908,0.112201253977813,0.5351004267732302,0.1512300229268898,0.2442854218184948,0.095438259683139,0.8544107432166735,0.2040243452757943,0.379748226950566,0.1066660896857276,23.3,4534365.72,4.885542168674698,0.7336621454993836,29.39458640905445,20.832033185434522
36,1.5759342948595685,0.1016082026023498,0.1995632072289784,0.1171972325014419,0.2092484309027592,0.1202843665782436,15.069423055648803,8.423967885552848,5.1239149888356526,0.6416779481238404,0.61016699274381,0.1056853666816993,0.2006049120798707,0.1090874697385701,0.131359491062661,0.0876617301066768,0.0460504577650378,0.0154221731529484,1.1255998740593591,0.66270763877367,63.3048770904541,8.623642039127928,0.6601427649458249,0.173226697563969,0.3228302868704001,0.1073390219715597,0.4976558491587639,0.1660066081492996,0.2600856851786375,0.1023672545101187,0.7715365792314212,0.2203545060456729,0.3954379354914029,0.1198834534177844,131.5,6674670.23,5.609427609427609,0.698079231692677,33.7616987660769,22.870261503569886
37,1.5569014650280193,0.1083427718554012,0.2360503483500521,0.1442320399460127,0.2155516606329356,0.1081948191057228,8.131143036535232,5.09391146972648,4.7489816415107855,0.3562886690531331,0.6965112665952262,0.0568117635209616,0.1837208180735677,0.107061201423239,0.1750660640961032,0.1206583741415657,0.0481879591184147,0.0157969010667921,1.0482110487202467,0.5129378223850375,55.89542479434256,9.005537562178837,0.6069295598288714,0.2019613563123233,0.3080597231953831,0.1286160509828652,0.468663225108284,0.1694976332500962,0.2445011608681436,0.0910660437259864,0.7802140076281661,0.1822474211085874,0.407112437663442,0.0937118967926497,12.6,3006134.68,4.152046783625731,0.828169014084507,31.511823748880055,25.268946992030244
38,1.550450587272644,0.0987630446730167,0.219097642392929,0.1368050460936342,0.2225210996732736,0.1153304663741457,8.84591257373492,6.573606632007863,4.7702968915303545,0.4969217426838898,0.6951910903056463,0.0892722234853588,0.1707397092754642,0.0984330898538106,0.1524557523739834,0.1162739748277453,0.0489097478489081,0.0161974159154375,1.105104956527551,0.5276082338176215,58.41201699574789,8.428479085207144,0.6273659229278564,0.2024198344097393,0.2964921637127797,0.1366564791641816,0.4848244624833266,0.1625394798630426,0.2461142019679149,0.1000352245651557,0.7877731407682101,0.1833508684389855,0.3958361485352119,0.1077325095058041,32.1,5137539.15,4.532110091743119,0.8917004048582996,32.08770058483352,27.720915197609646
